pct,sample_size,pollster,answer,pollscore,end_date,candidate_dummy
45,1123,Civiqs,Trump,-0.2,2024-07-30,0
50,500,GQR,Harris,0.1,2024-07-30,1
46,500,GQR,Trump,0.1,2024-07-30,0
45,1750,Redfield & Wilton Strategies,Harris,0.4,2024-07-29,1
43,1750,Redfield & Wilton Strategies,Trump,0.4,2024-07-29,0
46,4000,Morning Consult,Harris,-0.3,2024-07-29,1
45,4000,Morning Consult,Trump,-0.3,2024-07-29,0
48,10354,Morning Consult,Harris,-0.3,2024-07-29,1
46,10354,Morning Consult,Trump,-0.3,2024-07-29,0
45,1000,McLaughlin,Harris,1.6,2024-07-29,1
47,1000,McLaughlin,Trump,1.6,2024-07-29,0
41,1000,McLaughlin,Harris,1.6,2024-07-29,1
42,1000,McLaughlin,Trump,1.6,2024-07-29,0
43,400,Public Opinion Strategies,Harris,0.3,2024-07-29,1
48,400,Public Opinion Strategies,Trump,0.3,2024-07-29,0
45,400,Public Opinion Strategies,Harris,0.3,2024-07-29,1
45,400,Public Opinion Strategies,Trump,0.3,2024-07-29,0
45,400,Public Opinion Strategies,Harris,0.3,2024-07-29,1
46,400,Public Opinion Strategies,Trump,0.3,2024-07-29,0
48,400,Public Opinion Strategies,Harris,0.3,2024-07-29,1
45,400,Public Opinion Strategies,Trump,0.3,2024-07-29,0
48,400,Public Opinion Strategies,Harris,0.3,2024-07-29,1
46,400,Public Opinion Strategies,Trump,0.3,2024-07-29,0
47,11538,Morning Consult,Harris,-0.3,2024-07-28,1
46,11538,Morning Consult,Trump,-0.3,2024-07-28,0
48,10106,Morning Consult,Harris,-0.3,2024-07-28,1
46,10106,Morning Consult,Trump,-0.3,2024-07-28,0
48,2196,HarrisX/Harris Poll,Harris,-0.1,2024-07-28,1
52,2196,HarrisX/Harris Poll,Trump,-0.1,2024-07-28,0
44,2196,HarrisX/Harris Poll,Harris,-0.1,2024-07-28,1
47,2196,HarrisX/Harris Poll,Trump,-0.1,2024-07-28,0
43,2196,HarrisX/Harris Poll,Harris,-0.1,2024-07-28,1
47,2196,HarrisX/Harris Poll,Trump,-0.1,2024-07-28,0
43,876,Ipsos,Harris,-0.9,2024-07-28,1
42,876,Ipsos,Trump,-0.9,2024-07-28,0
52.4,1000,Emerson,Harris,-1.1,2024-07-28,1
47.6,1000,Emerson,Trump,-1.1,2024-07-28,0
47.7,1000,Emerson,Harris,-1.1,2024-07-28,1
41.4,1000,Emerson,Trump,-1.1,2024-07-28,0
48,786,Leger,Harris,0,2024-07-28,1
41,786,Leger,Trump,0,2024-07-28,0
49.4,3097,Big Data Poll,Harris,0.2,2024-07-28,1
50.6,3097,Big Data Poll,Trump,0.2,2024-07-28,0
49.5,2919,Big Data Poll,Harris,0.2,2024-07-28,1
50.5,2919,Big Data Poll,Trump,0.2,2024-07-28,0
46.2,3097,Big Data Poll,Harris,0.2,2024-07-28,1
47.2,3097,Big Data Poll,Trump,0.2,2024-07-28,0
47.2,2919,Big Data Poll,Harris,0.2,2024-07-28,1
47.9,2919,Big Data Poll,Trump,0.2,2024-07-28,0
44.8,3097,Big Data Poll,Harris,0.2,2024-07-28,1
45.6,3097,Big Data Poll,Trump,0.2,2024-07-28,0
45.8,2919,Big Data Poll,Harris,0.2,2024-07-28,1
46.4,2919,Big Data Poll,Trump,0.2,2024-07-28,0
43,3097,Big Data Poll,Harris,0.2,2024-07-28,1
43.8,3097,Big Data Poll,Trump,0.2,2024-07-28,0
44.2,2919,Big Data Poll,Harris,0.2,2024-07-28,1
44.7,2919,Big Data Poll,Trump,0.2,2024-07-28,0
48,804,Morning Consult,Harris,-0.3,2024-07-28,1
44,804,Morning Consult,Trump,-0.3,2024-07-28,0
49,804,Morning Consult,Harris,-0.3,2024-07-28,1
47,804,Morning Consult,Trump,-0.3,2024-07-28,0
45,799,Morning Consult,Harris,-0.3,2024-07-28,1
45,799,Morning Consult,Trump,-0.3,2024-07-28,0
47,799,Morning Consult,Harris,-0.3,2024-07-28,1
47,799,Morning Consult,Trump,-0.3,2024-07-28,0
51,706,Morning Consult,Harris,-0.3,2024-07-28,1
39,706,Morning Consult,Trump,-0.3,2024-07-28,0
53,706,Morning Consult,Harris,-0.3,2024-07-28,1
42,706,Morning Consult,Trump,-0.3,2024-07-28,0
43,454,Morning Consult,Harris,-0.3,2024-07-28,1
43,454,Morning Consult,Trump,-0.3,2024-07-28,0
47,454,Morning Consult,Harris,-0.3,2024-07-28,1
45,454,Morning Consult,Trump,-0.3,2024-07-28,0
44,706,Morning Consult,Harris,-0.3,2024-07-28,1
45,706,Morning Consult,Trump,-0.3,2024-07-28,0
46,706,Morning Consult,Harris,-0.3,2024-07-28,1
48,706,Morning Consult,Trump,-0.3,2024-07-28,0
44,804,Morning Consult,Harris,-0.3,2024-07-28,1
46,804,Morning Consult,Trump,-0.3,2024-07-28,0
46,804,Morning Consult,Harris,-0.3,2024-07-28,1
50,804,Morning Consult,Trump,-0.3,2024-07-28,0
44,700,Morning Consult,Harris,-0.3,2024-07-28,1
45,700,Morning Consult,Trump,-0.3,2024-07-28,0
49,700,Morning Consult,Harris,-0.3,2024-07-28,1
47,700,Morning Consult,Trump,-0.3,2024-07-28,0
39,600,Fabrizio/Impact,Harris,-0.3,2024-07-28,1
48,600,Fabrizio/Impact,Trump,-0.3,2024-07-28,0
42,600,Fabrizio/Impact,Harris,-0.3,2024-07-28,1
52,600,Fabrizio/Impact,Trump,-0.3,2024-07-28,0
47,600,Susquehanna,Harris,-0.3,2024-07-28,1
43,600,Susquehanna,Trump,-0.3,2024-07-28,0
47,4000,Morning Consult,Harris,-0.3,2024-07-27,1
45,4000,Morning Consult,Trump,-0.3,2024-07-27,0
48,9986,Morning Consult,Harris,-0.3,2024-07-27,1
46,9986,Morning Consult,Trump,-0.3,2024-07-27,0
42,774,U. North Florida,Harris,-0.6,2024-07-27,1
49,774,U. North Florida,Trump,-0.6,2024-07-27,0
46,4000,Morning Consult,Harris,-0.3,2024-07-26,1
45,4000,Morning Consult,Trump,-0.3,2024-07-26,0
48,9918,Morning Consult,Harris,-0.3,2024-07-26,1
46,9918,Morning Consult,Trump,-0.3,2024-07-26,0
49,700,Hoffman Research,Harris,0.1,2024-07-26,1
44,700,Hoffman Research,Trump,0.1,2024-07-26,0
45,700,Hoffman Research,Harris,0.1,2024-07-26,1
40,700,Hoffman Research,Trump,0.1,2024-07-26,0
48,995,Clarity,Harris,-0.2,2024-07-26,1
47,995,Clarity,Trump,-0.2,2024-07-26,0
50,995,Clarity,Harris,-0.2,2024-07-26,1
50,2083,St. Anselm,Harris,-0.5,2024-07-25,1
44,2083,St. Anselm,Trump,-0.5,2024-07-25,0
52,581,PPP,Harris,0,2024-07-25,1
38,581,PPP,Trump,0,2024-07-25,0
38,1238,Ipsos,Harris,-0.9,2024-07-25,1
38,1238,Ipsos,Trump,-0.9,2024-07-25,0
48,1445,U. New Hampshire,Harris,-0.3,2024-07-25,1
40,1445,U. New Hampshire,Trump,-0.3,2024-07-25,0
54,1445,U. New Hampshire,Harris,-0.3,2024-07-25,1
45,1445,U. New Hampshire,Trump,-0.3,2024-07-25,0
49,2875,U. New Hampshire,Harris,-0.3,2024-07-25,1
43,2875,U. New Hampshire,Trump,-0.3,2024-07-25,0
53,2875,U. New Hampshire,Harris,-0.3,2024-07-25,1
46,2875,U. New Hampshire,Trump,-0.3,2024-07-25,0
50,656,SurveyUSA,Harris,-1.3,2024-07-25,1
40,656,SurveyUSA,Trump,-1.3,2024-07-25,0
48,1980,AtlasIntel,Harris,-0.8,2024-07-25,1
50.1,1980,AtlasIntel,Trump,-0.8,2024-07-25,0
46.1,1980,AtlasIntel,Harris,-0.8,2024-07-25,1
47.7,1980,AtlasIntel,Trump,-0.8,2024-07-25,0
44,1743,Angus Reid,Harris,-0.1,2024-07-25,1
42,1743,Angus Reid,Trump,-0.1,2024-07-25,0
46,4000,Morning Consult,Harris,-0.3,2024-07-25,1
45,4000,Morning Consult,Trump,-0.3,2024-07-25,0
48,10054,Morning Consult,Harris,-0.3,2024-07-25,1
46,10054,Morning Consult,Trump,-0.3,2024-07-25,0
56,732,U. New Hampshire,Harris,-0.3,2024-07-25,1
36,732,U. New Hampshire,Trump,-0.3,2024-07-25,0
60,732,U. New Hampshire,Harris,-0.3,2024-07-25,1
39,732,U. New Hampshire,Trump,-0.3,2024-07-25,0
40,701,U. New Hampshire,Harris,-0.3,2024-07-25,1
44,701,U. New Hampshire,Trump,-0.3,2024-07-25,0
49,701,U. New Hampshire,Harris,-0.3,2024-07-25,1
51,701,U. New Hampshire,Trump,-0.3,2024-07-25,0
49,3013,HarrisX,Harris,-0.1,2024-07-25,1
51,3013,HarrisX,Trump,-0.1,2024-07-25,0
49,2472,HarrisX,Harris,-0.1,2024-07-25,1
51,2472,HarrisX,Trump,-0.1,2024-07-25,0
44,3013,HarrisX,Harris,-0.1,2024-07-25,1
45,3013,HarrisX,Trump,-0.1,2024-07-25,0
45,2472,HarrisX,Harris,-0.1,2024-07-25,1
47,2472,HarrisX,Trump,-0.1,2024-07-25,0
44,3013,HarrisX,Harris,-0.1,2024-07-25,1
44,3013,HarrisX,Trump,-0.1,2024-07-25,0
45,2472,HarrisX,Harris,-0.1,2024-07-25,1
46,2472,HarrisX,Trump,-0.1,2024-07-25,0
42.1,1700,McLaughlin,Trump,1.6,2024-07-25,0
37.6,2016,Big Village,Harris,1.7,2024-07-24,1
38.2,2016,Big Village,Trump,1.7,2024-07-24,0
40.5,1687,Big Village,Harris,1.7,2024-07-24,1
41.6,1687,Big Village,Trump,1.7,2024-07-24,0
42.7,1492,Big Village,Harris,1.7,2024-07-24,1
44.3,1492,Big Village,Trump,1.7,2024-07-24,0
46,11297,Morning Consult,Harris,-0.3,2024-07-24,1
45,11297,Morning Consult,Trump,-0.3,2024-07-24,0
47,9850,Morning Consult,Harris,-0.3,2024-07-24,1
46,9850,Morning Consult,Trump,-0.3,2024-07-24,0
46,2137,Change Research,Harris,0.6,2024-07-24,1
46,2137,Change Research,Trump,0.6,2024-07-24,0
46,1142,Siena/NYT,Harris,-1.5,2024-07-24,1
48,1142,Siena/NYT,Trump,-1.5,2024-07-24,0
47,1142,Siena/NYT,Harris,-1.5,2024-07-24,1
48,1142,Siena/NYT,Trump,-1.5,2024-07-24,0
42,1142,Siena/NYT,Harris,-1.5,2024-07-24,1
42,1142,Siena/NYT,Trump,-1.5,2024-07-24,0
44,1142,Siena/NYT,Harris,-1.5,2024-07-24,1
43,1142,Siena/NYT,Trump,-1.5,2024-07-24,0
38,5265,SurveyMonkey,Harris,0.2,2024-07-24,1
39,5265,SurveyMonkey,Trump,0.2,2024-07-24,0
43,435,Redfield & Wilton Strategies,Harris,0.4,2024-07-24,1
45,435,Redfield & Wilton Strategies,Trump,0.4,2024-07-24,0
42,851,Redfield & Wilton Strategies,Harris,0.4,2024-07-24,1
46,851,Redfield & Wilton Strategies,Trump,0.4,2024-07-24,0
43,586,Redfield & Wilton Strategies,Harris,0.4,2024-07-24,1
46,586,Redfield & Wilton Strategies,Trump,0.4,2024-07-24,0
43,510,Redfield & Wilton Strategies,Harris,0.4,2024-07-24,1
46,510,Redfield & Wilton Strategies,Trump,0.4,2024-07-24,0
39,572,Redfield & Wilton Strategies,Harris,0.4,2024-07-24,1
47,572,Redfield & Wilton Strategies,Trump,0.4,2024-07-24,0
42,1180,Redfield & Wilton Strategies,Harris,0.4,2024-07-24,1
47,1180,Redfield & Wilton Strategies,Trump,0.4,2024-07-24,0
41,512,Redfield & Wilton Strategies,Harris,0.4,2024-07-24,1
44,512,Redfield & Wilton Strategies,Trump,0.4,2024-07-24,0
44,475,Redfield & Wilton Strategies,Harris,0.4,2024-07-24,1
41,475,Redfield & Wilton Strategies,Trump,0.4,2024-07-24,0
44,523,Redfield & Wilton Strategies,Harris,0.4,2024-07-24,1
44,523,Redfield & Wilton Strategies,Trump,0.4,2024-07-24,0
41.6,600,Glengariff Group Inc.,Harris,-0.2,2024-07-24,1
41.3,600,Glengariff Group Inc.,Trump,-0.2,2024-07-24,0
42.8,600,Glengariff Group Inc.,Trump,-0.2,2024-07-24,0
40.3,600,Glengariff Group Inc.,Trump,-0.2,2024-07-24,0
46,1046,Beacon/Shaw,Harris,-1.1,2024-07-24,1
46,1046,Beacon/Shaw,Trump,-1.1,2024-07-24,0
49,1046,Beacon/Shaw,Harris,-1.1,2024-07-24,1
50,1046,Beacon/Shaw,Trump,-1.1,2024-07-24,0
50,1046,Beacon/Shaw,Trump,-1.1,2024-07-24,0
49,1046,Beacon/Shaw,Trump,-1.1,2024-07-24,0
45,1034,Beacon/Shaw,Harris,-1.1,2024-07-24,1
43,1034,Beacon/Shaw,Trump,-1.1,2024-07-24,0
49,1034,Beacon/Shaw,Harris,-1.1,2024-07-24,1
49,1034,Beacon/Shaw,Trump,-1.1,2024-07-24,0
49,1034,Beacon/Shaw,Trump,-1.1,2024-07-24,0
44,1034,Beacon/Shaw,Trump,-1.1,2024-07-24,0
47,1071,Beacon/Shaw,Harris,-1.1,2024-07-24,1
41,1071,Beacon/Shaw,Trump,-1.1,2024-07-24,0
52,1071,Beacon/Shaw,Harris,-1.1,2024-07-24,1
46,1071,Beacon/Shaw,Trump,-1.1,2024-07-24,0
46,1071,Beacon/Shaw,Trump,-1.1,2024-07-24,0
45,1071,Beacon/Shaw,Trump,-1.1,2024-07-24,0
43,1012,Beacon/Shaw,Harris,-1.1,2024-07-24,1
45,1012,Beacon/Shaw,Trump,-1.1,2024-07-24,0
49,1012,Beacon/Shaw,Harris,-1.1,2024-07-24,1
49,1012,Beacon/Shaw,Trump,-1.1,2024-07-24,0
46,1012,Beacon/Shaw,Trump,-1.1,2024-07-24,0
48,1012,Beacon/Shaw,Trump,-1.1,2024-07-24,0
47,1200,Targoz Market Research,Trump,0.1,2024-07-24,0
46,988,Targoz Market Research,Trump,0.1,2024-07-24,0
39,1200,Targoz Market Research,Harris,0.1,2024-07-24,1
46,1200,Targoz Market Research,Trump,0.1,2024-07-24,0
42,988,Targoz Market Research,Harris,0.1,2024-07-24,1
47,988,Targoz Market Research,Trump,0.1,2024-07-24,0
39,1241,Ipsos,Harris,-0.9,2024-07-23,1
39,1241,Ipsos,Trump,-0.9,2024-07-23,0
44,1018,Ipsos,Harris,-0.9,2024-07-23,1
42,1018,Ipsos,Trump,-0.9,2024-07-23,0
37,1241,Ipsos,Harris,-0.9,2024-07-23,1
34,1241,Ipsos,Trump,-0.9,2024-07-23,0
42,1018,Ipsos,Harris,-0.9,2024-07-23,1
38,1018,Ipsos,Trump,-0.9,2024-07-23,0
46,2000,RMG Research,Harris,-0.4,2024-07-23,1
48,2000,RMG Research,Trump,-0.4,2024-07-23,0
47.4,800,Emerson,Harris,-1.1,2024-07-23,1
52.6,800,Emerson,Trump,-1.1,2024-07-23,0
39.8,800,Emerson,Harris,-1.1,2024-07-23,1
47.5,800,Emerson,Trump,-1.1,2024-07-23,0
48.9,800,Emerson,Harris,-1.1,2024-07-23,1
51.1,800,Emerson,Trump,-1.1,2024-07-23,0
43.3,800,Emerson,Harris,-1.1,2024-07-23,1
45.9,800,Emerson,Trump,-1.1,2024-07-23,0
49.1,800,Emerson,Harris,-1.1,2024-07-23,1
50.9,800,Emerson,Trump,-1.1,2024-07-23,0
43.8,800,Emerson,Harris,-1.1,2024-07-23,1
44.1,800,Emerson,Trump,-1.1,2024-07-23,0
50.6,845,Emerson,Harris,-1.1,2024-07-23,1
49.4,845,Emerson,Trump,-1.1,2024-07-23,0
45.4,845,Emerson,Harris,-1.1,2024-07-23,1
44.9,845,Emerson,Trump,-1.1,2024-07-23,0
48.9,850,Emerson,Harris,-1.1,2024-07-23,1
51.1,850,Emerson,Trump,-1.1,2024-07-23,0
44.3,850,Emerson,Harris,-1.1,2024-07-23,1
46.1,850,Emerson,Trump,-1.1,2024-07-23,0
44,1155,YouGov,Harris,-1.1,2024-07-23,1
46,1155,YouGov,Trump,-1.1,2024-07-23,0
41,1435,YouGov,Harris,-1.1,2024-07-23,1
44,1435,YouGov,Trump,-1.1,2024-07-23,0
48,147,North Star Opinion Research,Trump,0.3,2024-07-23,0
42,147,North Star Opinion Research,Trump,0.3,2024-07-23,0
45,600,North Star Opinion Research,Harris,0.3,2024-07-23,1
47,600,North Star Opinion Research,Trump,0.3,2024-07-23,0
45,1117,Marist,Harris,-0.9,2024-07-22,1
46,1117,Marist,Trump,-0.9,2024-07-22,0
42,1117,Marist,Harris,-0.9,2024-07-22,1
42,1117,Marist,Trump,-0.9,2024-07-22,0
46.7,400,Landmark Communications,Harris,-0.6,2024-07-22,1
48,400,Landmark Communications,Trump,-0.6,2024-07-22,0
44.3,400,Landmark Communications,Harris,-0.6,2024-07-22,1
45.8,400,Landmark Communications,Trump,-0.6,2024-07-22,0
45,4001,Morning Consult,Harris,-0.3,2024-07-22,1
47,4001,Morning Consult,Trump,-0.3,2024-07-22,0
43,1178,YouGov,Trump,-1.1,2024-07-22,0
45,1115,YouGov,Trump,-1.1,2024-07-22,0
41,1178,YouGov,Harris,-1.1,2024-07-22,1
43,1178,YouGov,Trump,-1.1,2024-07-22,0
46,1178,YouGov,Harris,-1.1,2024-07-22,1
46,1178,YouGov,Trump,-1.1,2024-07-22,0
46,1178,YouGov,Trump,-1.1,2024-07-22,0
46,1178,YouGov,Trump,-1.1,2024-07-22,0
46,1178,YouGov,Trump,-1.1,2024-07-22,0
39.7,601,Praecones Analytica,Trump,0,2024-07-21,0
39.3,601,Praecones Analytica,Harris,0,2024-07-21,1
40.2,601,Praecones Analytica,Trump,0,2024-07-21,0
47,982,Echelon Insights,Harris,-0.8,2024-07-21,1
49,982,Echelon Insights,Trump,-0.8,2024-07-21,0
48,982,Echelon Insights,Trump,-0.8,2024-07-21,0
43,982,Echelon Insights,Trump,-0.8,2024-07-21,0
49,982,Echelon Insights,Trump,-0.8,2024-07-21,0
48,982,Echelon Insights,Trump,-0.8,2024-07-21,0
50,982,Echelon Insights,Trump,-0.8,2024-07-21,0
53,2753,HarrisX,Trump,-0.1,2024-07-21,0
54,2169,HarrisX,Trump,-0.1,2024-07-21,0
46,2753,HarrisX,Trump,-0.1,2024-07-21,0
49,2169,HarrisX,Trump,-0.1,2024-07-21,0
46,2753,HarrisX,Trump,-0.1,2024-07-21,0
48,2169,HarrisX,Trump,-0.1,2024-07-21,0
47,2753,HarrisX,Harris,-0.1,2024-07-21,1
53,2753,HarrisX,Trump,-0.1,2024-07-21,0
46,2169,HarrisX,Harris,-0.1,2024-07-21,1
54,2169,HarrisX,Trump,-0.1,2024-07-21,0
48,1257,Quinnipiac,Trump,-0.5,2024-07-21,0
44,1257,Quinnipiac,Trump,-0.5,2024-07-21,0
47,1257,Quinnipiac,Harris,-0.5,2024-07-21,1
49,1257,Quinnipiac,Trump,-0.5,2024-07-21,0
41,1257,Quinnipiac,Harris,-0.5,2024-07-21,1
45,1257,Quinnipiac,Trump,-0.5,2024-07-21,0
45,736,PPP,Trump,0,2024-07-20,0
50,736,PPP,Trump,0,2024-07-20,0
40,736,PPP,Harris,0,2024-07-20,1
46,736,PPP,Trump,0,2024-07-20,0
45,736,PPP,Trump,0,2024-07-20,0
48,573,PPP,Trump,0,2024-07-20,0
50,573,PPP,Trump,0,2024-07-20,0
44,573,PPP,Harris,0,2024-07-20,1
48,573,PPP,Trump,0,2024-07-20,0
45,573,PPP,Trump,0,2024-07-20,0
46,624,PPP,Trump,0,2024-07-18,0
49,624,PPP,Trump,0,2024-07-18,0
43,624,PPP,Harris,0,2024-07-18,1
45,624,PPP,Trump,0,2024-07-18,0
43,624,PPP,Trump,0,2024-07-18,0
45,650,PPP,Trump,0,2024-07-18,0
49,650,PPP,Trump,0,2024-07-18,0
41,650,PPP,Harris,0,2024-07-18,1
46,650,PPP,Trump,0,2024-07-18,0
45,650,PPP,Trump,0,2024-07-18,0
52,2241,YouGov,Trump,-1.1,2024-07-18,0
48,2240,YouGov,Harris,-1.1,2024-07-18,1
51,2240,YouGov,Trump,-1.1,2024-07-18,0
29,500,Suffolk,Trump,-1,2024-07-18,0
44,412,Redfield & Wilton Strategies,Trump,0.4,2024-07-18,0
45,688,Redfield & Wilton Strategies,Trump,0.4,2024-07-18,0
45,461,Redfield & Wilton Strategies,Trump,0.4,2024-07-18,0
44,454,Redfield & Wilton Strategies,Trump,0.4,2024-07-18,0
46,471,Redfield & Wilton Strategies,Trump,0.4,2024-07-18,0
45,618,Redfield & Wilton Strategies,Trump,0.4,2024-07-18,0
42,437,Redfield & Wilton Strategies,Trump,0.4,2024-07-18,0
42,470,Redfield & Wilton Strategies,Trump,0.4,2024-07-18,0
48.3,1000,U. Georgia SPIA,Trump,-0.2,2024-07-18,0
45.4,1000,U. Georgia SPIA,Trump,-0.2,2024-07-18,0
45.9,1000,U. Georgia SPIA,Harris,-0.2,2024-07-18,1
50.5,1000,U. Georgia SPIA,Trump,-0.2,2024-07-18,0
46,9414,Morning Consult,Trump,-0.3,2024-07-17,0
51,2725,RMG Research,Trump,-0.4,2024-07-17,0
45.1,1091,Trafalgar Group,Trump,0.6,2024-07-17,0
45.6,1087,Trafalgar Group,Trump,0.6,2024-07-17,0
49,600,EPIC/MRA,Trump,-0.7,2024-07-17,0
43,600,EPIC/MRA,Trump,-0.7,2024-07-17,0
38,500,DHM Research,Trump,-0.2,2024-07-17,0
45,500,DHM Research,Harris,-0.2,2024-07-17,1
40,500,DHM Research,Trump,-0.2,2024-07-17,0
38,500,DHM Research,Trump,-0.2,2024-07-17,0
38,500,DHM Research,Trump,-0.2,2024-07-17,0
37,500,DHM Research,Trump,-0.2,2024-07-17,0
47.2,800,InsiderAdvantage,Trump,-0.3,2024-07-16,0
36.7,800,InsiderAdvantage,Harris,-0.3,2024-07-16,1
47.1,800,InsiderAdvantage,Trump,-0.3,2024-07-16,0
43,992,Ipsos,Trump,-0.9,2024-07-16,0
39,1202,Ipsos,Trump,-0.9,2024-07-16,0
36,1202,Ipsos,Trump,-0.9,2024-07-16,0
40,992,Ipsos,Trump,-0.9,2024-07-16,0
39,1202,Ipsos,Harris,-0.9,2024-07-16,1
40,1202,Ipsos,Trump,-0.9,2024-07-16,0
44,992,Ipsos,Harris,-0.9,2024-07-16,1
44,992,Ipsos,Trump,-0.9,2024-07-16,0
46.2,2000,Emerson,Trump,-1.1,2024-07-16,0
43.8,2000,Emerson,Trump,-1.1,2024-07-16,0
46.9,1000,Emerson,Trump,-1.1,2024-07-16,0
45.6,1000,Emerson,Trump,-1.1,2024-07-16,0
47.3,1000,Emerson,Trump,-1.1,2024-07-16,0
43.7,1000,Emerson,Trump,-1.1,2024-07-16,0
45.1,1000,Emerson,Trump,-1.1,2024-07-16,0
42.6,1000,Emerson,Trump,-1.1,2024-07-16,0
45.6,1000,Emerson,Trump,-1.1,2024-07-16,0
42.9,1000,Emerson,Trump,-1.1,2024-07-16,0
47.7,1000,Emerson,Trump,-1.1,2024-07-16,0
47,1000,Emerson,Trump,-1.1,2024-07-16,0
47.6,1000,Emerson,Trump,-1.1,2024-07-16,0
45.9,1000,Emerson,Trump,-1.1,2024-07-16,0
47.6,1000,Emerson,Trump,-1.1,2024-07-16,0
45.5,1000,Emerson,Trump,-1.1,2024-07-16,0
49.7,800,InsiderAdvantage,Trump,-0.3,2024-07-16,0
39,800,InsiderAdvantage,Harris,-0.3,2024-07-16,1
49.3,800,InsiderAdvantage,Trump,-0.3,2024-07-16,0
49,800,InsiderAdvantage,Trump,-0.3,2024-07-16,0
40,800,InsiderAdvantage,Harris,-0.3,2024-07-16,1
47,800,InsiderAdvantage,Trump,-0.3,2024-07-16,0
49,800,InsiderAdvantage,Trump,-0.3,2024-07-16,0
40,800,InsiderAdvantage,Harris,-0.3,2024-07-16,1
50,800,InsiderAdvantage,Trump,-0.3,2024-07-16,0
49,800,InsiderAdvantage,Trump,-0.3,2024-07-16,0
42,800,InsiderAdvantage,Harris,-0.3,2024-07-16,1
48,800,InsiderAdvantage,Trump,-0.3,2024-07-16,0
45,4000,Morning Consult,Trump,-0.3,2024-07-16,0
43,1404,YouGov,Trump,-1.1,2024-07-16,0
39,1404,YouGov,Harris,-1.1,2024-07-16,1
44,1404,YouGov,Trump,-1.1,2024-07-16,0
46,536,Civiqs,Trump,-0.2,2024-07-16,0
44,536,Civiqs,Harris,-0.2,2024-07-16,1
46,536,Civiqs,Trump,-0.2,2024-07-16,0
47,514,Civiqs,Trump,-0.2,2024-07-16,0
48,514,Civiqs,Harris,-0.2,2024-07-16,1
48,514,Civiqs,Trump,-0.2,2024-07-16,0
46,532,Civiqs,Trump,-0.2,2024-07-16,0
46,532,Civiqs,Harris,-0.2,2024-07-16,1
46,532,Civiqs,Trump,-0.2,2024-07-16,0
46,2045,Morning Consult,Trump,-0.3,2024-07-15,0
45,2045,Morning Consult,Harris,-0.3,2024-07-15,1
46,2045,Morning Consult,Trump,-0.3,2024-07-15,0
43,2621,Redfield & Wilton Strategies,Trump,0.4,2024-07-15,0
50.4,1000,Emerson,Trump,-1.1,2024-07-15,0
42.9,1000,Emerson,Trump,-1.1,2024-07-15,0
44.5,1000,Emerson,Harris,-1.1,2024-07-15,1
46.7,1000,Emerson,Trump,-1.1,2024-07-15,0
51,1918,HarrisX,Trump,-0.1,2024-07-15,0
44,1918,HarrisX,Trump,-0.1,2024-07-15,0
43,1918,HarrisX,Trump,-0.1,2024-07-15,0
48,1918,HarrisX,Harris,-0.1,2024-07-15,1
52,1918,HarrisX,Trump,-0.1,2024-07-15,0
45,4000,Morning Consult,Trump,-0.3,2024-07-15,0
44,1098,SurveyUSA,Trump,-1.3,2024-07-15,0
42,1098,SurveyUSA,Harris,-1.3,2024-07-15,1
45,1098,SurveyUSA,Trump,-1.3,2024-07-15,0
45,1098,SurveyUSA,Trump,-1.3,2024-07-15,0
46,1098,SurveyUSA,Trump,-1.3,2024-07-15,0
44,11328,Morning Consult,Trump,-0.3,2024-07-14,0
36,2019,Big Village,Trump,1.7,2024-07-14,0
38.5,1698,Big Village,Trump,1.7,2024-07-14,0
40.8,1499,Big Village,Trump,1.7,2024-07-14,0
29.9,2019,Big Village,Harris,1.7,2024-07-14,1
36.8,2019,Big Village,Trump,1.7,2024-07-14,0
34.1,1698,Big Village,Harris,1.7,2024-07-14,1
39.2,1698,Big Village,Trump,1.7,2024-07-14,0
37.3,1499,Big Village,Harris,1.7,2024-07-14,1
41.6,1499,Big Village,Trump,1.7,2024-07-14,0
39,600,MRG (Marketing Resource Group),Trump,0.1,2024-07-13,0
44,4000,Morning Consult,Trump,-0.3,2024-07-13,0
36,708,SurveyUSA,Trump,-1.3,2024-07-13,0
51,708,SurveyUSA,Harris,-1.3,2024-07-13,1
36,708,SurveyUSA,Trump,-1.3,2024-07-13,0
46,653,PPP,Trump,0,2024-07-12,0
47,568,PPP,Trump,0,2024-07-12,0
46,568,PPP,Harris,0,2024-07-12,1
48,568,PPP,Trump,0,2024-07-12,0
45,568,PPP,Trump,0,2024-07-12,0
45,568,PPP,Trump,0,2024-07-12,0
48,568,PPP,Trump,0,2024-07-12,0
42,568,PPP,Trump,0,2024-07-12,0
45,568,PPP,Trump,0,2024-07-12,0
47,537,PPP,Trump,0,2024-07-12,0
45,537,PPP,Harris,0,2024-07-12,1
51,537,PPP,Trump,0,2024-07-12,0
50,537,PPP,Trump,0,2024-07-12,0
51,537,PPP,Trump,0,2024-07-12,0
50,537,PPP,Trump,0,2024-07-12,0
46,537,PPP,Trump,0,2024-07-12,0
50,537,PPP,Trump,0,2024-07-12,0
44,4000,Morning Consult,Trump,-0.3,2024-07-12,0
44,661,Siena/NYT,Trump,-1.5,2024-07-12,0
45,661,Siena/NYT,Trump,-1.5,2024-07-12,0
36,661,Siena/NYT,Trump,-1.5,2024-07-12,0
